town_code,party_code,acronym,name,votes,seats
08086,1883,CiU,CONVERGÈNCIA I UNIÓ,1757,6
08086,2736,ILFC-E,Imaginem Les Franqueses en Comú-Entesa,1399,4
08086,4389,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA -CANDIDATURA DE PROGRÈS,1075,3
08086,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,837,2
08086,1892,CPF,CONVERGENCIA PER LES FRANQUESES,413,1
08086,4252,P.P.,PARTIDO POPULAR,376,1
08086,2231,EV-C,ESQUERRA VERDA-COMPROMIS,312, 
08086,5075,UPLF,UNIÓ DE POBLES DE LES FRANQUESES DEL VALLES,268, 
08086,0936,ApLF,ALTERNATIVA PER LES FRANQUESES DEL VALLÉS,209, 
08086,4519,PxC,PLATAFORMA PER CATALUNYA,165, 
08090,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,44,2
08090,1883,CiU,CONVERGÈNCIA I UNIÓ,11,1
08090,4459,PP,PARTIT POPULAR/PARTIDO POPULAR,0, 
08087,1883,CiU,CONVERGÈNCIA I UNIÓ,82,4
08087,5210,UPDIC,UNITS PER DECLARAR LA INDEPENDÈNCIA CATALANA,35,1
08087,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,40, 
08087,4452,P.P.,PARTIT POPULAR / PARTIDO POPULAR,5, 
08087,4377,PSC - CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,0, 
08087,2070,EB,ESCONS EN BLANC-ESCAÑOS EN BLANCO,0, 
08088,1883,CiU,CONVERGÈNCIA I UNIÓ,2426,7
08088,0021,Acord ERC- AM,Acord Independentista per la Garriga - ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL,1575,4
08088,1297,C.U.P-PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,852,2
08088,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,592,1
08088,4389,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA -CANDIDATURA DE PROGRÈS,591,1
08088,4816,SI-Solidaritat,SOLIDARITAT PER LA INDEPENDENCIA,545,1
08088,3091,ICV-EUIA-E,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-ENTESA,464,1
08088,4252,P.P.,PARTIDO POPULAR,246, 
08089,4382,PSC,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,5637,8
08089,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,2695,4
08089,2127,ERC-EV-DG-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ELS VERDS-DECIDIM GAVÀ-ACORD MUNICIPAL,2232,3
08089,2491,GSSP,"Gavà, Sí se puede!",1840,2
08089,4458,P.P.,PARTIT POPULAR/PARTIDO POPULAR,1519,2
08089,1883,CiU,CONVERGÈNCIA I UNIÓ,1275,2
08089,1305,CUP-PA-Capgirem Gavà,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU-CAPGIREM GAVÀ,822, 
08089,3099,ICV-EUiA-Pirata.cat-MG-E,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA i ALTERNATIVA - PIRATES DE CATALUNYA - MOVEM GAVÀ - ENTESA,820, 
08089,2508,GdG,GENT DE GAVÀ EN COMÚ-EQUO,667, 
08089,4519,PxC,PLATAFORMA PER CATALUNYA,289, 
08089,2656,GUANYEM GAVÀ - BEG,GUANYEM GAVA - BLOC D'ESQUERRES GAVANENC,278, 
08089,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,63, 
08091,4394,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-GELIDA-CANDIDATURA DE PROGRÉS,1337,7
08091,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,705,3
08091,1883,CiU,CONVERGÈNCIA I UNIÓ,318,1
08091,1278,CUP-PA,CANDIDATURA D'UNITAT POPULAR,254,1
08091,3089,ICV-EUiA-E,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-ENTESA,248,1
08091,4252,P.P.,PARTIDO POPULAR,133, 
08091,0376,AVIG,AGRUPACION DE VECINOS INDEPENDIENTES DE GELIDA,88, 
08092,1883,CiU,CONVERGÈNCIA I UNIÓ,1492,8
08092,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,564,3
08092,3075,ICV-E,INICIATIVA PER CATALUNYA VERDS-ENTESA,98, 
08092,4252,P.P.,PARTIDO POPULAR,70, 
08093,1883,CiU,CONVERGÈNCIA I UNIÓ,18,1
08093,4252,P.P.,PARTIDO POPULAR,0, 
08094,2016,EPM-E,ENTESA PEL PROGRÉS MUNICIPAL-ENTESA,470,5
08094,1883,CiU,CONVERGÈNCIA I UNIÓ,341,4
08094,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,116,1
08094,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,99,1
08094,3937,MILLOR LA GRANADA,MILLOR PER LA GRANADA,56, 
08095,1883,CiU,CONVERGÈNCIA I UNIÓ,84,1
08095,4379,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,7, 
08095,4459,PP,PARTIT POPULAR/PARTIDO POPULAR,1, 
08096,4389,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA -CANDIDATURA DE PROGRÈS,10209,13
08096,1883,CiU,CONVERGÈNCIA I UNIÓ,3740,4
08096,2101,ERC- AG - AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACCIO GRANOLLERS-ACORD MUNICIPAL,2737,3
08096,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,1898,2
08096,1911,CpG-CUP-PA,CRIDA PER GRANOLLERS -CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,1563,2
08096,4252,P.P.,PARTIDO POPULAR,1299,1
08096,3086,ICV-EUIA-E,INICIATIVA PER CATALUNYA VERDS- ESQUERRA UNIDA I ALTERNATIVA - ENTESA,1087, 
08096,2657,GANEMOS,GUANYEM GRANOLLERS,712, 
08096,5377,VOX-PFiV,VOX-PARTIT FAMÍLIA I VIDA,56, 
08097,1883,CiU,CONVERGÈNCIA I UNIÓ,422,6
08097,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,245,3
08097,4450,PP,PARTIT POPULAR - PARTIDO POPULAR,10, 
08099,1883,CiU,CONVERGÈNCIA I UNIÓ,270,4
08099,3714,JXG,Junts per Guardiola,232,3
08099,4252,P.P.,PARTIDO POPULAR,27, 
08100,1883,CiU,CONVERGÈNCIA I UNIÓ,718,6
08100,2161,ERC-GURB-AM,ESQUERRA REPUBLICANA DE CATALUNYA-UNITS PER GURB-ACORD MUNICIPAL,522,5
08101,4379,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,30979,11
08101,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,12343,4
08101,3098,IC-V-EUiA-PIRATAS.cat-E,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-PIRATES DE CATALUNYA-E,9524,3
08101,4458,P.P.,PARTIT POPULAR/PARTIDO POPULAR,9259,3
08101,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,8357,2
08101,2663,GANEMOS,GUANYEM L'HOSPITALET,6962,2
08101,1883,CiU,CONVERGÈNCIA I UNIÓ,5579,1
08101,1294,CUP-PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,4763,1
08101,4519,PxC,PLATAFORMA PER CATALUNYA,3660, 
08101,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,501, 
08162,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,439,5
08162,4806,SI-CP,SOCIALISTES INDEPENDENTS - CANDIDATURA DE PROGRÉS,438,4
08162,3970,mch,MOVIMENT CIUTADÀ HOSTALETENC,147,1
08162,1883,CiU,CONVERGÈNCIA I UNIÓ,106,1
08162,3051,IHO-E,INICIATIVA D' HOSTALETS - ENTESA,72, 
08162,2584,GIAU,GRUPO DE INDEPENDIENTES DE LA ANOIA Y URBANIZACIONES,47, 
08162,4416,P.P.,PARTIT POPULAR,42, 
08102,1883,CiU,CONVERGÈNCIA I UNIÓ,7517,11
08102,2110,ERC - AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,2476,3
08102,4804,SI-PSC-CP,SOCIALISTES D'IGUALADA-PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,1981,3
08102,1294,CUP-PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,1536,2
08102,1923,DI-E,DECIDIM IGUALADA - ENTESA,1053,1
08102,4416,P.P.,PARTIT POPULAR,1010,1
08102,4519,PxC,PLATAFORMA PER CATALUNYA,566, 
08102,4735,SI- Recuperem Igualada!,SI - RECUPEREM IGUALADA!,115, 
08103,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,270,6
08103,1883,CiU,CONVERGÈNCIA I UNIÓ,87,1
08104,1883,CiU,CONVERGÈNCIA I UNIÓ,283,4
08104,3717,JLL - AM,JUNTS PER LA LLACUNA - ACORD MUNICIPAL,216,3
08105,4389,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA -CANDIDATURA DE PROGRÈS,1935,7
08105,3091,ICV-EUIA-E,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-ENTESA,1618,5
08105,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,663,2
08105,4252,P.P.,PARTIDO POPULAR,338,1
08105,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,304,1
08105,1883,CiU,CONVERGÈNCIA I UNIÓ,281,1
08105,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,98, 
08107,4389,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA -CANDIDATURA DE PROGRÈS,1908,6
08107,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,1834,6
08107,3091,ICV-EUIA-E,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-ENTESA,777,2
08107,4252,P.P.,PARTIDO POPULAR,595,2
08107,1883,CiU,CONVERGÈNCIA I UNIÓ,475,1
08107,4291,P.S.,PARTIDO SOCIALISTA,253, 
08108,1883,CiU,CONVERGÈNCIA I UNIÓ,932,4
08108,2138,ERC - JuntsxLldV- AM,ESQUERRA REPUBLICANA DE CATALUNYA-JUNTS PER LLIÇÀ DE VALL-ACORD MUNICIPAL,663,3
08108,2280,FLL - E,FEM LLIÇA - ENTESA,590,3
08108,4389,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA -CANDIDATURA DE PROGRÈS,460,2
08108,4252,P.P.,PARTIDO POPULAR,278,1
08106,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,2119,8
08106,2568,G.I.P.LL.,GRUP INDEPENDENT DEL POBLE DE LLINARS DEL VALLES,626,2
08106,4389,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA -CANDIDATURA DE PROGRÈS,413,1
08106,3969,MALL-CUP-PA,MOVIMENT ALTERNATIU DE LLINARS-CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,372,1
08106,1883,CiU,CONVERGÈNCIA I UNIÓ,317,1
08106,4252,P.P.,PARTIDO POPULAR,201, 
08106,4816,SI-Solidaritat,SOLIDARITAT PER LA INDEPENDENCIA,95, 
08109,2284,FEM,FEM POBLE,95,4
08109,2868,IpLiSE - AM,INDEPENDENTS PER LLUÇÀ i SANTA EULÀLIA - ACORD MUNICIPAL,79,3
08110,4379,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,2340,6
08110,3726,JxM,JUNTS PER MALGRAT,1199,3
08110,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,1169,3
08110,1883,CiU,CONVERGÈNCIA I UNIÓ,902,2
08110,1300,CUP - PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,898,2
08110,4457,PP,PARTIT POPULAR/ PARTIDO POPULAR,516,1
08110,3081,ICV-EUiA-E,INICIATIVA PER CATALUNYA VERDS - ESQUERRA UNIDA I ALTERNATIVA - ENTESA,375, 
08111,5216,U per M,UNITS PER MALLA,137,7
08112,2136,ERC - JFM - AM,ESQUERRA REPUBLICANA DE CATALUNYA-JUNTS FEM MANLLEU-ACORD MUNICIPAL,1886,7
08112,1883,CiU,CONVERGÈNCIA I UNIÓ,1512,5
08112,1294,CUP-PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,1048,4
08112,4379,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,869,3
08112,3913,Moviment d'Esquerres,"MES, MOVIMENT D'ESQUERRES",522,1
08112,3091,ICV-EUIA-E,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-ENTESA,418,1
08112,4250,P P,PARTIDO POPULAR,303, 
08112,4519,PxC,PLATAFORMA PER CATALUNYA,149, 
08113,1883,CiU,CONVERGÈNCIA I UNIÓ,8026,9
08113,2110,ERC - AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,6365,7
08113,1294,CUP-PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,2986,3
08113,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,2956,3
08113,1485,C'S,CIUTADANS-PARTIDO DE LA CIUDADANIA,1813,2
08113,1933,DM,DEMOCRACIA MUNICIPAL,1525,1
08113,4453,PP,PARTIT POPULAR / PARTIDO POPULAR,1364, 
08113,3075,ICV-E,INICIATIVA PER CATALUNYA VERDS-ENTESA,905, 
08113,3935,MoVeM-RCAT-SI,MILLOR MANRESA,590, 
08113,4519,PxC,PLATAFORMA PER CATALUNYA,523, 
08242,1883,CiU,CONVERGÈNCIA I UNIÓ,73,4
08242,5086,UMdC,UNIO MUNICIPAL DE CATALUNYA,49,2
08242,3684,JPM-E,JUNTS PEL PROGRÉS DE MARGANELL-ENTESA,21,1
08242,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,16, 
08242,4459,PP,PARTIT POPULAR/PARTIDO POPULAR,5, 
08114,1883,CiU,CONVERGÈNCIA I UNIÓ,3229,8
08114,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,1884,4
08114,3960,MM-E,MOVEM MARTORELL-ENTESA,1606,4
08114,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,1337,3
08114,4252,P.P.,PARTIDO POPULAR,754,1
08114,4841,SM,SOM MARTORELL,728,1
08114,4519,PxC,PLATAFORMA PER CATALUNYA,321, 
08114,3913,Moviment d'Esquerres,"MES, MOVIMENT D'ESQUERRES",199, 
08115,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,610,3
08115,5217,UxM,UNITS PER MARTORELLES,458,3
08115,1883,CiU,CONVERGÈNCIA I UNIÓ,382,2
08115,4374,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRES,285,1
08115,3904,MAPM,MES ACCIO PER MARTORELLES,186,1
08115,3091,ICV-EUIA-E,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-ENTESA,175,1
08115,4252,P.P.,PARTIDO POPULAR,93, 
08116,1883,CiU,CONVERGÈNCIA I UNIÓ,225,5
08116,3891,MRI - AM,MASIES DE RODA INDEPENDENTS - ACORD MUNICIPAL,120,2
08117,4381,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA- CANDIDATURA DE PROGRÉS,730,6
08117,1883,CiU,CONVERGÈNCIA I UNIÓ,460,3
08117,4905,SV - AM,SOM VOLTREGÀ - ACORD MUNICIPAL,290,2
08118,2121,ERC - AM - MES - AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD PEL MASNOU - MOVIMENT D'ESQUERRES-ACORD MUNICIPAL,2843,6
08118,1883,CiU,CONVERGÈNCIA I UNIÓ,2262,5
08118,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,1258,3
08118,1294,CUP-PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,1231,2
08118,3081,ICV-EUiA-E,INICIATIVA PER CATALUNYA VERDS - ESQUERRA UNIDA I ALTERNATIVA - ENTESA,1081,2
08118,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,971,2
08118,4252,P.P.,PARTIDO POPULAR,561,1
08119,1883,CiU,CONVERGÈNCIA I UNIÓ,1356,6
08119,4379,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,811,3
08119,3895,MR - ERC - AM,MASQUEFA REGENERACIÓ - ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL,513,2
08119,1294,CUP-PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,368,1
08119,4416,P.P.,PARTIT POPULAR,247,1
08119,2785,I.E.M.,INDEPENDENTS D'ESQUERRES MASQUEFA,199, 
08120,1883,CiU,CONVERGÈNCIA I UNIÓ,2313,9
08120,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,591,2
08120,1283,CUP - CAV -PA,CANDIDATURA D'UNITAT POPULAR-CAV-POBLE ACTIU,411,1
08120,4452,P.P.,PARTIT POPULAR / PARTIDO POPULAR,365,1
08120,4386,PSC - CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÈS,103, 
08121,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,8420,6
08121,1883,CiU,CONVERGÈNCIA I UNIÓ,7374,5
08121,2147,ERC - MES - AM,ESQUERRA REPUBLICANA DE CATALUNYA-MOVIMENT D'ESQUERRES-ACORD MUNICIPAL,6648,4
08121,5361,VOLEMataró,VOLEMATARÓ,5276,3
08121,1487,C's,CIUTADANS-PARTIDO DE LA CIUDADANÍA,4409,3
08121,4453,PP,PARTIT POPULAR / PARTIDO POPULAR,3862,2
08121,1294,CUP-PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,3843,2
08121,4519,PxC,PLATAFORMA PER CATALUNYA,2572,1
08121,3081,ICV-EUiA-E,INICIATIVA PER CATALUNYA VERDS - ESQUERRA UNIDA I ALTERNATIVA - ENTESA,2561,1
08122,4395,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-INDEPENDENTS DE MEDIONA-CANDIDATURA DE PROGRÉS,634,8
08122,1883,CiU,CONVERGÈNCIA I UNIÓ,157,2
08122,4452,P.P.,PARTIT POPULAR / PARTIDO POPULAR,94,1
08138,1022,aramoià - AM,ARAMOIÀ-ACORD MUNICIPAL,1673,10
08138,1883,CiU,CONVERGÈNCIA I UNIÓ,463,3
08123,1890,CiU-JFM,CONVERGÈNCIA I UNIÓ-JUNTS FEM MOLINS,3173,6
08123,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,2528,5
08123,1294,CUP-PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,1937,4
08123,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,1430,3
08123,1487,C's,CIUTADANS-PARTIDO DE LA CIUDADANÍA,837,1
08123,3944,MOLINS CAMINA,MOLINS CAMINA,829,1
08123,3104,lxMdR-ME-E,INICIATIVA PER MOLINS DE REI-MOVIMENT D'ESQUERRES-ENTESA,622,1
08123,4252,P.P.,PARTIDO POPULAR,424, 
08123,4301,PST (I),PARTIDO SOCIALISTA DEL TRABAJO (INTERNACIONALISTA),56, 
08124,4389,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA -CANDIDATURA DE PROGRÈS,5338,7
08124,1376,CM - E,CANVIEM MOLLET-ENTESA,4864,7
08124,1023,Ara Mollet - ERC -MES - AM,ARA MOLLET - ESQUERRA REPUBLICANA DE CATALUNYA - MOVIMENT D'ESQUERRES - ACORD MUNICIPAL,3375,5
08124,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,2263,3
08124,1883,CiU,CONVERGÈNCIA I UNIÓ,1609,2
08124,4252,P.P.,PARTIDO POPULAR,1321,1
08124,1294,CUP-PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,692, 
08124,4519,PxC,PLATAFORMA PER CATALUNYA,279, 
08124,4487,Pirata.cat-DM,PIRATES DE MOLLET - DEMOCRACIA MUNICIPAL,238, 
08128,1300,CUP - PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,193,3
08128,1883,CiU,CONVERGÈNCIA I UNIÓ,119,2
08128,3946,MDI - AM,MONISTROL DEMOCRÀTICA INDEPENDENT-ACORD MUNICIPAL,98,2
08127,2110,ERC - AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,555,5
08127,1883,CiU,CONVERGÈNCIA I UNIÓ,415,4
08127,4383,PSC - CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,205,1
08127,4453,PP,PARTIT POPULAR / PARTIDO POPULAR,121,1
08125,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,2240,4
08125,1487,C's,CIUTADANS-PARTIDO DE LA CIUDADANÍA,2120,4
08125,3089,ICV-EUiA-E,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-ENTESA,2120,3
08125,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,1812,3
08125,1420,CIRCULO DE MONTCADA I REIXAC. Agrupación de electores,CIRCULO DE MONTCADA I REIXAC. Agrupación de electores,1621,3
08125,1883,CiU,CONVERGÈNCIA I UNIÓ,1350,2
08125,5193,CUP-CAV-PA,UNITAT POPULAR - POBLE ACTIU,990,1
08125,4458,P.P.,PARTIT POPULAR/PARTIDO POPULAR,897,1
08125,2070,EB,ESCONS EN BLANC-ESCAÑOS EN BLANCO,241, 
08125,4519,PxC,PLATAFORMA PER CATALUNYA,219, 
08125,1428,CCD,CIUDADANOS DE CENTRO DEMOCRATICO,111, 
08130,3947,M - AM,MONTCLAR - ACORD MUNICIPAL,43,3
08130,1883,CiU,CONVERGÈNCIA I UNIÓ,36,2
08130,4252,P.P.,PARTIDO POPULAR,1, 
08131,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,234,3
08131,0939,APM-CUP-PA,ALTERNATIVA PER MONTESQUIU-CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,185,3
08131,1883,CiU,CONVERGÈNCIA I UNIÓ,105,1
08126,1883,CiU,CONVERGÈNCIA I UNIÓ,1191,5
08126,2110,ERC - AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,1028,4
08126,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,608,2
08126,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,549,2
08126,3081,ICV-EUiA-E,INICIATIVA PER CATALUNYA VERDS - ESQUERRA UNIDA I ALTERNATIVA - ENTESA,512,2
08126,4460,PRE-AR,PARTIT REPUBLICÀ D'ESQUERRA-ALTERNATIVA REPUBLICANA,452,1
08126,3911,Moviment d'Esquerres,MES MOVIMENT D'ESQUERRES,284,1
08126,4452,P.P.,PARTIT POPULAR / PARTIDO POPULAR,246, 
08132,1883,CiU,CONVERGÈNCIA I UNIÓ,150,4
08132,2876,CP,INDEPENDENTS PER MONTMAJOR - CANDIDATURA DE PROGRÉS,108,2
08132,3950,MxI - E,MONTMAJOR PER LA INDEPENDÈNCIA - ENTESA,51,1
08132,4252,P.P.,PARTIDO POPULAR,1, 
08133,1883,CiU,CONVERGÈNCIA I UNIÓ,62,5
08133,3729,JM - AM,JUNTS PER MONTMANEU - ACORD MUNICIPAL,30, 
08133,4416,P.P.,PARTIT POPULAR,0, 
08135,4389,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA -CANDIDATURA DE PROGRÈS,1845,6
08135,3091,ICV-EUIA-E,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-ENTESA,1734,6
08135,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,294,1
08135,4252,P.P.,PARTIDO POPULAR,281, 
08135,1883,CiU,CONVERGÈNCIA I UNIÓ,221, 
08136,3091,ICV-EUIA-E,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-ENTESA,3249,9
08136,4372,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA -CANDIDATURA DE PROGÈS,1024,3
08136,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,707,2
08136,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,564,1
08136,4252,P.P.,PARTIDO POPULAR,471,1
08136,1883,CiU,CONVERGÈNCIA I UNIÓ,356,1
08137,0010,AMD-CP,ACCIO MUNICIPAL DEMOCRATICA-CANDIDATURA DE PROGRÈS,102,3
08137,4984,TpM,TOTS PER MONTSENY,87,3
08137,1883,CiU,CONVERGÈNCIA I UNIÓ,37,1
08137,4252,P.P.,PARTIDO POPULAR,1, 
08129,4974,TFM,TOTS FEM MUNTANYOLA,167,4
08129,2110,ERC - AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,102,2
08129,1883,CiU,CONVERGÈNCIA I UNIÓ,82,1
08139,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,72,3
08139,2111,ERC -AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,78,2
08139,1294,CUP-PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,65, 
08139,1883,CiU,CONVERGÈNCIA I UNIÓ,3, 
08139,4459,PP,PARTIT POPULAR/PARTIDO POPULAR,0, 
08140,4936,SUMEM PER NAVARCLES,SUMEM PER NAVARCLES,975,5
08140,1883,CiU,CONVERGÈNCIA I UNIÓ,919,4
08140,1300,CUP - PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,387,2
08140,3074,ICV-E,INICIATIVA PER CATALUNYA VERDS - ENTESA,284,1
08140,2110,ERC - AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,254,1
08140,4459,PP,PARTIT POPULAR/PARTIDO POPULAR,121, 
08141,1918,CUP-PA,CUP - POBLE ACTIU,1553,8
08141,2110,ERC - AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,733,3
08141,1883,CiU,CONVERGÈNCIA I UNIÓ,388,1
